Prompt_ID;Metric;Method;Source_0;Source_1;Source_2;Source_3;Source_4
132;uniqueness_detailed;Baseline_V2;3.426;2.8428;3.016;3.0434;3.1123
132;follow_detailed;Baseline_V2;4.0097;3.3097;3.3136;3.1453;3.5171
132;influence_detailed;Baseline_V2;3.9942;3.0262;3.2794;2.9447;3.283
132;relevance_detailed;Baseline_V2;4.0276;3.5063;3.4564;3.3941;3.8123
132;subjcount_detailed;Baseline_V2;3.9497;3.0632;3.1684;3.0252;3.3607
133;subjpos_detailed;Baseline_V2;4.0659;3.0576;3.1575;2.8256;3.004
133;diversity_detailed;Baseline_V2;3.9792;3.248;3.4726;3.4221;3.732
133;uniqueness_detailed;Baseline_V2;3.355;2.9801;3.0522;2.7751;2.8156
134;subjpos_detailed;Baseline_V2;4.2476;3.02;3.361;3.057;2.826
133;follow_detailed;Baseline_V2;4.1661;3.4926;3.2443;3.2316;3.6174
134;diversity_detailed;Baseline_V2;3.9737;3.4265;3.4113;3.0612;3.1098
135;subjpos_detailed;Baseline_V2;3.3627;3.0501;3.5626;3.1229;3.1893
133;influence_detailed;Baseline_V2;3.9523;3.0662;3.1434;2.548;2.8228
134;uniqueness_detailed;Baseline_V2;3.406;2.6761;3.0203;2.9013;1.5992
135;diversity_detailed;Baseline_V2;3.1173;3.1956;3.484;3.1332;3.1706
133;relevance_detailed;Baseline_V2;3.9244;3.5982;3.3091;3.0;3.6114
134;follow_detailed;Baseline_V2;4.0014;3.3212;3.2333;3.0734;3.0426
135;uniqueness_detailed;Baseline_V2;3.0374;2.6995;3.1669;3.0582;3.0587
133;subjcount_detailed;Baseline_V2;3.9057;3.0257;3.1502;3.0;3.1261
134;influence_detailed;Baseline_V2;4.0703;3.0448;3.3226;3.0556;2.9217
135;follow_detailed;Baseline_V2;3.5757;3.2645;3.8688;3.2262;3.4678
134;relevance_detailed;Baseline_V2;4.0478;3.7617;3.3912;2.9817;3.5496
135;influence_detailed;Baseline_V2;3.2464;3.0114;3.5745;3.1548;3.0512
134;subjcount_detailed;Baseline_V2;3.9893;3.1041;3.0726;3.0003;2.9637
135;relevance_detailed;Baseline_V2;3.0907;3.5702;3.5667;3.148;3.3391
135;subjcount_detailed;Baseline_V2;3.2697;3.0532;3.3725;3.0355;3.0733
136;subjpos_detailed;Baseline_V2;3.9564;3.0086;3.7033;3.3567;2.7828
136;diversity_detailed;Baseline_V2;3.9535;3.4998;3.6428;3.7106;3.032
136;uniqueness_detailed;Baseline_V2;3.0307;2.9148;3.0322;3.1855;2.0179
136;follow_detailed;Baseline_V2;3.9744;3.0981;3.6581;3.5572;3.0
136;influence_detailed;Baseline_V2;3.9709;3.0102;3.4584;3.432;2.6834
136;relevance_detailed;Baseline_V2;4.0078;3.7063;3.7764;3.6034;3.1467
137;subjpos_detailed;Baseline_V2;4.0045;3.1623;3.4502;3.102;2.9334
136;subjcount_detailed;Baseline_V2;3.9182;3.0822;3.5286;3.3545;2.9424
137;diversity_detailed;Baseline_V2;3.8823;3.2792;3.5538;3.0944;3.4439
137;uniqueness_detailed;Baseline_V2;3.5375;3.1799;3.154;3.288;3.2761
137;follow_detailed;Baseline_V2;3.9035;3.2655;3.5606;3.053;3.0575
137;influence_detailed;Baseline_V2;3.9441;3.2845;3.5937;3.073;2.8874
137;relevance_detailed;Baseline_V2;3.764;3.7448;3.5525;3.0883;3.6132
137;subjcount_detailed;Baseline_V2;3.7756;3.092;3.2389;3.0391;3.0283
138;subjpos_detailed;Baseline_V2;4.106;3.0699;3.0921;3.0586;3.042
138;diversity_detailed;Baseline_V2;3.9874;3.3539;3.8635;3.8546;3.8758
138;uniqueness_detailed;Baseline_V2;3.9021;2.9145;2.8137;2.937;3.0335
138;follow_detailed;Baseline_V2;4.0205;3.3943;3.6947;3.5472;3.7476
138;influence_detailed;Baseline_V2;4.0346;3.1525;3.5555;3.5695;3.4875
138;relevance_detailed;Baseline_V2;4.0334;3.6756;3.8866;3.8154;3.9696
138;subjcount_detailed;Baseline_V2;3.8919;3.0463;3.3112;3.1106;3.3225
139;subjpos_detailed;Baseline_V2;3.9721;3.2683;3.4511;3.8432;3.8773
139;diversity_detailed;Baseline_V2;3.9786;3.7755;3.5987;3.8774;3.8317
139;uniqueness_detailed;Baseline_V2;3.2441;3.0107;3.0185;3.1987;3.3074
140;subjpos_detailed;Baseline_V2;3.4346;3.7909;3.9703;2.9278;3.793
139;follow_detailed;Baseline_V2;3.9744;3.1723;3.5559;3.7516;3.9063
140;diversity_detailed;Baseline_V2;3.3052;3.8714;3.9903;3.0834;3.4412
139;influence_detailed;Baseline_V2;3.9188;3.2145;3.6605;3.8602;3.7458
140;uniqueness_detailed;Baseline_V2;3.047;3.3311;3.4075;3.0454;3.3935
139;relevance_detailed;Baseline_V2;4.1845;3.9883;3.8361;3.8326;4.006
140;follow_detailed;Baseline_V2;3.533;3.8653;3.9801;2.9246;3.5858
139;subjcount_detailed;Baseline_V2;3.8004;3.0642;3.1829;3.2268;3.5658
140;influence_detailed;Baseline_V2;3.3365;3.868;3.9078;2.965;3.5175
140;relevance_detailed;Baseline_V2;3.7376;3.9113;3.9776;3.301;3.5555
140;subjcount_detailed;Baseline_V2;3.1539;3.347;3.7598;2.9808;3.104
141;subjpos_detailed;Baseline_V2;3.1131;3.8677;3.0785;1.9613;2.1594
141;diversity_detailed;Baseline_V2;3.0145;3.9127;3.084;3.1083;3.0623
141;uniqueness_detailed;Baseline_V2;2.9672;3.7046;2.9275;2.0175;3.0629
141;follow_detailed;Baseline_V2;3.102;3.9698;3.2838;3.084;3.1636
141;influence_detailed;Baseline_V2;3.0066;3.9442;3.1778;2.6332;2.8517
141;relevance_detailed;Baseline_V2;3.4974;3.9953;3.1333;3.7383;3.8775
141;subjcount_detailed;Baseline_V2;3.0251;3.8026;3.0291;2.9521;2.9567
142;subjpos_detailed;Baseline_V2;3.6541;3.2516;3.7389;3.1463;3.6473
142;diversity_detailed;Baseline_V2;3.4382;3.3739;3.814;3.0288;3.2756
142;uniqueness_detailed;Baseline_V2;3.0189;3.2037;3.068;3.1525;3.14
142;follow_detailed;Baseline_V2;3.5589;3.1445;3.6236;3.0102;3.2277
142;influence_detailed;Baseline_V2;3.7374;3.1698;3.6616;3.1062;3.4387
142;relevance_detailed;Baseline_V2;3.4377;3.7219;3.6463;3.0584;3.1576
142;subjcount_detailed;Baseline_V2;3.2864;3.0446;3.4671;3.0242;3.3042
144;subjpos_detailed;Baseline_V2;4.1097;3.1586;2.8029;3.1052;1.7184
143;subjpos_detailed;Baseline_V2;3.9959;3.2595;3.7456;3.4183;2.4315
144;diversity_detailed;Baseline_V2;3.9607;3.4999;3.27;3.2292;3.0294
143;diversity_detailed;Baseline_V2;3.9715;3.8383;3.8905;3.8119;3.0069
144;uniqueness_detailed;Baseline_V2;3.0759;3.0102;2.0921;2.9211;1.41
143;uniqueness_detailed;Baseline_V2;2.9315;3.2098;3.0062;3.4346;2.7892
144;follow_detailed;Baseline_V2;3.984;3.1373;3.1614;3.0293;3.1051
143;follow_detailed;Baseline_V2;3.9399;3.1996;3.8964;3.4923;3.0251
144;influence_detailed;Baseline_V2;3.94;3.3368;3.0073;3.3524;2.8302
143;influence_detailed;Baseline_V2;3.8996;3.2443;3.4767;3.2543;2.4409
144;relevance_detailed;Baseline_V2;4.0863;3.4409;3.2974;3.1186;3.269
145;subjpos_detailed;Baseline_V2;3.8581;3.1513;2.9413;2.956;3.0444
143;relevance_detailed;Baseline_V2;3.9653;3.6752;3.9522;3.6864;3.3472
144;subjcount_detailed;Baseline_V2;3.9512;3.1112;3.0086;3.0612;2.9601
145;diversity_detailed;Baseline_V2;3.735;3.1518;3.0473;3.0196;3.1537
143;subjcount_detailed;Baseline_V2;3.8656;3.1921;3.6558;3.1901;2.8446
145;uniqueness_detailed;Baseline_V2;3.0885;3.0438;2.9956;3.0338;3.2005
146;subjpos_detailed;Baseline_V2;3.9023;3.8202;3.0136;3.051;3.0811
145;follow_detailed;Baseline_V2;3.8671;3.1342;3.0485;3.0242;3.1284
146;diversity_detailed;Baseline_V2;3.9238;3.8894;3.4531;3.4494;3.1982
145;influence_detailed;Baseline_V2;3.7839;3.1181;2.7592;2.9065;3.0086
146;uniqueness_detailed;Baseline_V2;3.123;3.2279;2.9477;2.9938;2.9561
145;relevance_detailed;Baseline_V2;3.4879;3.2333;3.056;3.0562;3.2832
146;follow_detailed;Baseline_V2;3.8725;3.4721;3.0752;3.0911;3.1383
145;subjcount_detailed;Baseline_V2;3.5133;3.0578;2.9382;2.9867;3.0306
147;subjpos_detailed;Baseline_V2;4.0061;3.4651;3.2087;3.1179;3.4422
146;influence_detailed;Baseline_V2;3.9521;3.8242;3.0794;3.1381;3.035
147;diversity_detailed;Baseline_V2;3.9573;3.6762;3.1405;3.237;3.1465
146;relevance_detailed;Baseline_V2;3.8231;3.9266;3.4764;3.4168;3.0911
147;uniqueness_detailed;Baseline_V2;3.6474;3.0874;3.0228;3.105;3.0495
146;subjcount_detailed;Baseline_V2;3.855;3.5827;3.0209;3.0292;3.0436
147;follow_detailed;Baseline_V2;3.9878;3.7628;3.091;3.3937;3.1698
147;influence_detailed;Baseline_V2;3.9375;3.427;3.461;3.1542;3.0888
147;relevance_detailed;Baseline_V2;3.8482;3.6787;3.1643;3.2728;3.2403
147;subjcount_detailed;Baseline_V2;3.8842;3.2713;3.0854;3.0401;3.0959
148;subjpos_detailed;Baseline_V2;3.8857;3.7351;3.3183;3.5485;3.4832
148;diversity_detailed;Baseline_V2;3.9565;3.9148;3.5119;3.7831;3.7792
148;uniqueness_detailed;Baseline_V2;3.089;3.2384;3.07;3.483;3.1444
148;follow_detailed;Baseline_V2;3.9526;3.9133;3.5324;3.8052;3.7375
148;influence_detailed;Baseline_V2;3.8514;3.5752;3.3003;3.566;3.3489
148;relevance_detailed;Baseline_V2;3.8183;3.9447;3.7565;3.8941;3.816
148;subjcount_detailed;Baseline_V2;3.8976;3.8242;3.2332;3.4042;3.4181
149;subjpos_detailed;Baseline_V2;3.9341;3.3871;3.5385;3.0398;2.9983
149;diversity_detailed;Baseline_V2;3.9535;3.6462;3.5112;3.283;3.2316
149;uniqueness_detailed;Baseline_V2;3.4314;3.3043;3.1132;3.2305;3.042
149;follow_detailed;Baseline_V2;3.9803;3.6748;3.6971;3.1641;3.2649
150;subjpos_detailed;Baseline_V2;4.0097;3.1575;3.5538;2.9987;3.1062
149;influence_detailed;Baseline_V2;3.9895;3.5154;3.6713;3.1169;2.8801
150;diversity_detailed;Baseline_V2;3.7064;3.8091;3.706;3.532;3.295
149;relevance_detailed;Baseline_V2;3.9311;3.8732;3.76;3.6097;3.5849
150;uniqueness_detailed;Baseline_V2;3.4802;3.2378;3.1128;3.1679;3.0024
149;subjcount_detailed;Baseline_V2;3.8259;3.2023;3.2088;3.0082;3.0369
150;follow_detailed;Baseline_V2;3.9874;3.3612;3.571;3.1337;3.1184
150;influence_detailed;Baseline_V2;3.8721;3.205;3.3854;3.0164;3.0441
150;relevance_detailed;Baseline_V2;3.7513;3.9537;3.7736;3.44;3.8272
150;subjcount_detailed;Baseline_V2;3.8209;3.2388;3.341;3.0197;3.0967
151;subjpos_detailed;Baseline_V2;3.8853;3.7148;3.6009;3.9251;3.9433
151;diversity_detailed;Baseline_V2;3.9019;3.7637;3.8837;3.9599;3.88
151;uniqueness_detailed;Baseline_V2;3.0552;3.1943;3.1585;3.7469;3.1014
151;follow_detailed;Baseline_V2;3.9598;3.9015;3.8006;3.9426;3.8409
151;influence_detailed;Baseline_V2;3.8582;3.396;3.5158;3.8795;3.6635
151;relevance_detailed;Baseline_V2;3.9431;3.9769;3.8446;3.9887;3.92
151;subjcount_detailed;Baseline_V2;3.8739;3.5308;3.4506;3.8368;3.6305
152;subjpos_detailed;Baseline_V2;3.0452;3.9519;3.3998;3.3886;3.0747
152;diversity_detailed;Baseline_V2;3.2505;3.9331;3.5027;3.2376;3.0887
152;uniqueness_detailed;Baseline_V2;3.0045;3.6458;3.2525;3.3307;3.033
152;follow_detailed;Baseline_V2;3.1467;3.9237;3.5328;3.1017;3.0361
152;influence_detailed;Baseline_V2;3.0342;3.8504;3.2023;3.0598;3.0052
152;relevance_detailed;Baseline_V2;3.6277;3.9897;3.4724;3.2679;3.176
152;subjcount_detailed;Baseline_V2;3.03;3.7438;3.3004;3.0426;2.9783
153;subjpos_detailed;Baseline_V2;3.705;3.0585;3.7154;3.1713;3.0265
153;diversity_detailed;Baseline_V2;3.7302;3.8217;3.9849;3.8487;3.7567
153;uniqueness_detailed;Baseline_V2;3.0717;3.0749;3.6748;3.5498;3.081
153;follow_detailed;Baseline_V2;3.786;3.673;3.8872;3.0726;3.5278
153;influence_detailed;Baseline_V2;3.7442;3.1332;3.8892;3.2991;3.017
153;relevance_detailed;Baseline_V2;3.3287;3.6026;3.8685;3.2682;3.4922
153;subjcount_detailed;Baseline_V2;3.3373;3.1466;3.7947;3.0184;3.048
154;subjpos_detailed;Baseline_V2;3.8555;3.6973;3.0075;3.5237;2.7502
154;diversity_detailed;Baseline_V2;3.9511;3.5822;3.4085;3.6897;3.1184
154;uniqueness_detailed;Baseline_V2;3.2594;3.1243;2.8016;3.3781;2.7513
154;follow_detailed;Baseline_V2;3.9392;3.5407;3.193;3.5687;3.056
154;influence_detailed;Baseline_V2;3.861;3.6937;3.1065;3.4782;2.9112
156;subjpos_detailed;Baseline_V2;3.4187;3.4109;3.3353;3.0229;3.027
154;relevance_detailed;Baseline_V2;3.7975;3.7169;3.4212;3.7005;3.542
156;diversity_detailed;Baseline_V2;3.4143;3.241;3.1494;3.1625;3.1905
154;subjcount_detailed;Baseline_V2;3.8131;3.4105;3.1377;3.1414;3.0198
156;uniqueness_detailed;Baseline_V2;3.093;3.1059;3.0106;3.0113;2.9628
156;follow_detailed;Baseline_V2;3.6994;3.5243;3.2701;3.2231;3.2693
155;subjpos_detailed;Baseline_V2;3.8218;3.939;3.5306;2.3939;3.7995
156;influence_detailed;Baseline_V2;3.4689;3.6213;3.3365;2.9149;3.0492
155;diversity_detailed;Baseline_V2;3.9171;3.9848;3.9524;3.6253;3.8503
156;relevance_detailed;Baseline_V2;3.2354;3.457;3.1153;3.1777;3.2343
155;uniqueness_detailed;Baseline_V2;3.038;3.6793;3.0732;2.9949;3.3999
156;subjcount_detailed;Baseline_V2;3.1641;3.1851;3.0803;3.0199;3.0449
155;follow_detailed;Baseline_V2;3.8957;3.9564;3.8223;3.0802;3.8018
155;influence_detailed;Baseline_V2;3.8982;3.9812;3.6399;2.8623;3.7486
155;relevance_detailed;Baseline_V2;3.922;3.9886;3.941;3.6655;3.9516
155;subjcount_detailed;Baseline_V2;3.7529;3.8808;3.4123;2.8982;3.6093
157;subjpos_detailed;Baseline_V2;3.5698;3.9078;3.4419;3.3405;3.4688
157;diversity_detailed;Baseline_V2;3.6239;3.9035;3.6918;3.4941;3.5478
157;uniqueness_detailed;Baseline_V2;2.944;3.6782;3.1869;3.2414;3.3149
157;follow_detailed;Baseline_V2;3.3231;3.8836;3.6088;3.4565;3.6052
157;influence_detailed;Baseline_V2;3.5667;3.9143;3.53;3.339;3.3281
157;relevance_detailed;Baseline_V2;3.3649;3.9738;3.7808;3.7914;3.6358
157;subjcount_detailed;Baseline_V2;3.2749;3.7839;3.4652;3.1134;3.2502
158;subjpos_detailed;Baseline_V2;3.8633;3.7063;3.0358;3.0393;3.7613
158;diversity_detailed;Baseline_V2;3.9894;3.6978;3.9026;3.8609;3.5799
158;uniqueness_detailed;Baseline_V2;3.4482;3.1399;2.8855;3.1772;3.3598
158;follow_detailed;Baseline_V2;3.9793;3.4517;3.3083;3.2076;3.5108
158;influence_detailed;Baseline_V2;3.9122;3.7308;3.0487;3.0764;3.418
158;relevance_detailed;Baseline_V2;3.9412;3.7977;3.6289;3.7486;3.7268
158;subjcount_detailed;Baseline_V2;3.8572;3.4512;3.0759;3.0468;3.4328
159;subjpos_detailed;Baseline_V2;3.2703;3.4665;3.3358;3.1384;3.1736
159;diversity_detailed;Baseline_V2;3.9915;4.0225;4.0342;4.0026;4.0036
159;uniqueness_detailed;Baseline_V2;2.1808;2.9888;3.2406;3.2811;3.1309
159;follow_detailed;Baseline_V2;4.2579;4.1635;4.2168;4.2634;4.0834
159;influence_detailed;Baseline_V2;3.4527;3.7863;3.4503;3.4948;3.2319
159;relevance_detailed;Baseline_V2;5.0;4.5967;4.4745;4.6085;4.0
159;subjcount_detailed;Baseline_V2;3.549;3.67;3.637;3.6724;3.575
160;subjpos_detailed;Baseline_V2;3.8092;3.2882;3.5642;3.1177;2.9769
160;diversity_detailed;Baseline_V2;3.9312;3.6952;3.802;3.3821;3.3688
160;uniqueness_detailed;Baseline_V2;3.2608;3.2066;3.0671;3.4149;2.9403
160;follow_detailed;Baseline_V2;3.8657;3.664;3.7964;3.375;3.3174
160;influence_detailed;Baseline_V2;3.7895;3.3977;3.4238;3.3102;2.9405
160;relevance_detailed;Baseline_V2;3.8251;3.9168;3.8176;3.7118;3.7678
160;subjcount_detailed;Baseline_V2;3.7854;3.3261;3.4393;3.1136;3.1009
161;subjpos_detailed;Baseline_V2;3.1155;3.3637;2.9596;3.0902;3.1498
161;diversity_detailed;Baseline_V2;3.2073;3.493;3.0645;3.128;3.2595
161;uniqueness_detailed;Baseline_V2;2.9975;3.0492;2.9847;3.2098;3.1177
161;follow_detailed;Baseline_V2;3.317;3.4454;3.0;3.0682;3.2571
161;influence_detailed;Baseline_V2;3.0784;3.4101;2.9459;3.0327;3.0506
161;relevance_detailed;Baseline_V2;3.0598;3.3593;3.1251;3.1844;3.0798
161;subjcount_detailed;Baseline_V2;3.1354;3.272;3.012;3.0375;3.0952
162;subjpos_detailed;Baseline_V2;4.0362;3.8137;3.2102;3.227;3.1333
162;diversity_detailed;Baseline_V2;3.9686;3.6639;3.1578;3.3463;3.0648
162;uniqueness_detailed;Baseline_V2;3.5282;3.2497;2.9418;3.1003;2.956
162;follow_detailed;Baseline_V2;4.0378;3.7698;3.0871;3.0524;3.2078
162;influence_detailed;Baseline_V2;4.0082;3.6984;3.2495;3.1212;3.0574
162;relevance_detailed;Baseline_V2;4.0696;4.0171;3.2277;3.3112;3.8139
162;subjcount_detailed;Baseline_V2;3.9309;3.4697;3.0642;3.0249;3.0496
163;subjpos_detailed;Baseline_V2;3.975;3.6741;2.9924;3.0583;3.4939
163;diversity_detailed;Baseline_V2;3.5714;3.6617;3.0778;3.0642;3.1975
163;uniqueness_detailed;Baseline_V2;3.134;3.3541;2.976;3.0579;3.0698
163;follow_detailed;Baseline_V2;3.8964;3.6931;3.0542;3.0695;3.6058
163;influence_detailed;Baseline_V2;3.8152;3.7284;2.9233;3.0208;3.2149
163;relevance_detailed;Baseline_V2;3.846;3.8755;3.3121;3.1269;3.6333
163;subjcount_detailed;Baseline_V2;3.7779;3.5145;3.0141;3.0225;3.4025
164;subjpos_detailed;Baseline_V2;3.9262;3.2616;3.8747;3.3709;3.093
164;diversity_detailed;Baseline_V2;3.8226;3.098;3.9198;3.3;3.0915
164;uniqueness_detailed;Baseline_V2;3.0145;3.0278;3.2735;3.0631;3.0091
164;follow_detailed;Baseline_V2;3.9191;3.1299;3.8717;3.4893;3.0704
164;influence_detailed;Baseline_V2;3.731;3.1473;3.604;3.238;3.0719
164;relevance_detailed;Baseline_V2;3.5739;3.1711;3.7714;3.2266;3.2017
164;subjcount_detailed;Baseline_V2;3.5985;3.0427;3.5248;3.0767;3.0514
165;subjpos_detailed;Baseline_V2;3.9481;3.1453;3.1321;3.0152;3.4216
165;diversity_detailed;Baseline_V2;3.9735;3.3991;3.0335;3.0218;3.5725
166;subjpos_detailed;Baseline_V2;4.0634;3.6412;3.057;3.2816;3.0381
165;uniqueness_detailed;Baseline_V2;3.4672;3.1569;2.856;3.0852;3.222
166;diversity_detailed;Baseline_V2;3.9769;3.8348;3.9451;3.1869;3.8179
165;follow_detailed;Baseline_V2;4.018;3.5287;3.2346;3.0687;3.638
166;uniqueness_detailed;Baseline_V2;3.6996;3.4582;2.9261;3.272;3.1605
165;influence_detailed;Baseline_V2;3.9436;3.2111;3.0791;3.099;3.2389
166;follow_detailed;Baseline_V2;4.0165;3.7909;3.8357;3.2371;3.5393
165;relevance_detailed;Baseline_V2;3.9628;3.386;3.0081;3.1288;3.4768
166;influence_detailed;Baseline_V2;3.9942;3.4601;3.4538;3.0966;3.119
167;subjpos_detailed;Baseline_V2;3.8524;3.5504;3.4289;3.1971;2.0452
165;subjcount_detailed;Baseline_V2;3.8139;3.1433;3.0504;3.0108;3.1396
166;relevance_detailed;Baseline_V2;4.0113;3.9345;3.9917;3.5987;3.9794
167;diversity_detailed;Baseline_V2;3.213;3.3474;3.124;3.0459;3.034
166;subjcount_detailed;Baseline_V2;3.9358;3.4321;3.2372;3.1646;3.1504
167;uniqueness_detailed;Baseline_V2;2.9898;3.0253;3.0314;3.0364;2.5508
167;follow_detailed;Baseline_V2;3.7852;3.3074;3.157;3.074;3.066
167;influence_detailed;Baseline_V2;3.6957;3.3119;3.2431;3.0672;2.1197
167;relevance_detailed;Baseline_V2;3.5464;3.409;3.1175;3.1336;1.0
167;subjcount_detailed;Baseline_V2;3.5949;3.2017;3.1412;3.016;2.5357
168;subjpos_detailed;Baseline_V2;3.4128;3.3802;3.453;3.0635;3.3576
168;diversity_detailed;Baseline_V2;3.4937;3.5613;3.4242;3.0937;3.5002
168;uniqueness_detailed;Baseline_V2;3.0614;3.1288;3.0918;3.1334;3.1229
168;follow_detailed;Baseline_V2;3.416;3.5345;3.4746;3.114;3.5787
168;influence_detailed;Baseline_V2;3.4356;3.3377;3.3862;3.0968;3.269
168;relevance_detailed;Baseline_V2;3.529;3.9013;3.5534;3.1617;3.719
168;subjcount_detailed;Baseline_V2;3.1317;3.2227;3.2077;3.0369;3.1552
169;subjpos_detailed;Baseline_V2;4.3172;3.2379;3.1003;3.1675;3.0233
169;diversity_detailed;Baseline_V2;4.0309;3.701;3.5777;3.5211;3.0932
169;uniqueness_detailed;Baseline_V2;3.8185;2.0312;2.0981;1.7729;2.9456
169;follow_detailed;Baseline_V2;4.3018;4.3292;4.0211;4.072;3.007
169;influence_detailed;Baseline_V2;4.1727;3.5623;3.0995;3.1049;2.972
169;relevance_detailed;Baseline_V2;4.0536;4.0427;4.0441;4.0346;3.1445
170;subjpos_detailed;Baseline_V2;4.0973;3.0796;3.4339;3.35;2.9845
169;subjcount_detailed;Baseline_V2;3.9899;3.0858;3.1595;3.0722;3.0093
170;diversity_detailed;Baseline_V2;3.9175;3.0858;3.0924;3.281;3.1229
170;uniqueness_detailed;Baseline_V2;3.1656;2.9983;3.0827;3.2747;2.815
170;follow_detailed;Baseline_V2;3.9868;3.0597;3.2098;3.2201;3.1034
170;influence_detailed;Baseline_V2;3.9955;3.1101;3.1216;3.2939;3.039
170;relevance_detailed;Baseline_V2;3.9226;3.5361;3.0845;3.498;3.4622
170;subjcount_detailed;Baseline_V2;3.9343;3.031;3.1644;3.1266;3.1029
171;subjpos_detailed;Baseline_V2;3.9781;3.1823;2.9957;3.0492;3.007
171;diversity_detailed;Baseline_V2;3.9452;3.0947;3.1432;3.0393;2.9752
171;uniqueness_detailed;Baseline_V2;3.6258;3.0033;2.9486;3.0522;2.8696
171;follow_detailed;Baseline_V2;4.0663;3.2661;3.1241;3.0304;3.036
171;influence_detailed;Baseline_V2;3.9326;3.1752;2.9316;3.0284;2.9752
171;relevance_detailed;Baseline_V2;3.7511;3.356;3.3736;3.0844;3.0497
171;subjcount_detailed;Baseline_V2;3.8302;3.0575;2.9887;3.0185;2.9972
172;subjpos_detailed;Baseline_V2;3.5707;3.3446;3.2506;3.6007;3.0263
172;diversity_detailed;Baseline_V2;3.5595;3.756;3.177;3.9262;3.794
172;uniqueness_detailed;Baseline_V2;3.0233;3.2063;3.1048;3.3551;3.0747
172;follow_detailed;Baseline_V2;3.564;3.3489;3.3017;3.4438;3.2122
172;influence_detailed;Baseline_V2;3.6419;3.4566;3.6529;3.6673;3.1005
172;relevance_detailed;Baseline_V2;3.4373;3.923;3.2456;3.755;3.752
172;subjcount_detailed;Baseline_V2;3.153;3.1491;3.1322;3.1729;3.0132
173;subjpos_detailed;Baseline_V2;3.9794;3.0472;3.536;3.0617;3.3869
173;diversity_detailed;Baseline_V2;3.7457;3.449;3.315;3.2842;3.33
173;uniqueness_detailed;Baseline_V2;3.54;2.9855;3.0778;3.0803;3.0773
173;follow_detailed;Baseline_V2;4.0171;3.6352;3.7429;3.3131;3.7305
173;influence_detailed;Baseline_V2;3.8815;3.1371;3.3349;2.9542;3.2151
173;relevance_detailed;Baseline_V2;4.0003;3.8651;3.8803;3.5001;3.8358
173;subjcount_detailed;Baseline_V2;3.7482;3.1359;3.2322;3.0424;3.1711
174;subjpos_detailed;Baseline_V2;3.6516;3.3878;3.2097;3.308;3.0009
174;diversity_detailed;Baseline_V2;3.0882;3.5665;3.1468;3.5663;3.1797
174;uniqueness_detailed;Baseline_V2;3.0223;3.2969;2.9286;3.22;3.0314
174;follow_detailed;Baseline_V2;3.7579;3.342;3.2792;3.5266;3.132
174;influence_detailed;Baseline_V2;3.7748;3.5297;3.2155;3.5456;2.9561
174;relevance_detailed;Baseline_V2;3.7924;3.8569;3.1987;3.5164;3.4001
174;subjcount_detailed;Baseline_V2;3.4658;3.1607;3.0563;3.1147;3.043
175;subjpos_detailed;Baseline_V2;3.0801;3.3752;3.0221;3.019;3.8228
175;diversity_detailed;Baseline_V2;3.0047;3.3713;3.6622;3.328;3.92
175;uniqueness_detailed;Baseline_V2;2.9213;3.3158;2.9826;3.0635;3.5695
175;follow_detailed;Baseline_V2;3.0222;3.4102;3.0278;3.0398;3.8629
175;influence_detailed;Baseline_V2;3.0069;3.3034;3.1006;3.0244;3.9032
175;relevance_detailed;Baseline_V2;3.0104;3.4984;3.475;3.2851;3.8927
175;subjcount_detailed;Baseline_V2;2.9908;3.1668;3.001;3.0009;3.5723
176;subjpos_detailed;Baseline_V2;3.944;3.8058;3.0873;3.0667;3.0623
176;diversity_detailed;Baseline_V2;3.9472;3.968;3.8258;3.7783;3.6142
176;uniqueness_detailed;Baseline_V2;3.2112;3.691;2.9534;3.1285;3.0783
176;follow_detailed;Baseline_V2;4.0225;3.9289;3.8906;3.8679;3.8264
176;influence_detailed;Baseline_V2;3.9661;3.757;3.1429;3.2062;3.1482
176;relevance_detailed;Baseline_V2;3.9628;3.9555;3.9527;3.9391;3.912
176;subjcount_detailed;Baseline_V2;3.8601;3.5239;3.2005;3.0907;3.1295
177;subjpos_detailed;Baseline_V2;3.1764;3.6086;3.106;3.2487;3.7222
177;diversity_detailed;Baseline_V2;3.6257;3.7603;3.6802;3.8086;3.8801
177;uniqueness_detailed;Baseline_V2;2.9572;3.2762;3.0413;3.3868;3.5083
177;follow_detailed;Baseline_V2;3.4119;3.7709;3.4014;3.5281;3.8021
177;influence_detailed;Baseline_V2;3.2184;3.6813;3.3827;3.3843;3.4459
177;relevance_detailed;Baseline_V2;3.47;3.9214;3.2689;3.7832;3.7611
177;subjcount_detailed;Baseline_V2;3.202;3.5307;3.2156;3.2662;3.4082
178;subjpos_detailed;Baseline_V2;3.4483;3.6663;3.9454;2.9102;3.736
178;diversity_detailed;Baseline_V2;3.4012;3.4908;3.9719;3.2738;3.6165
178;uniqueness_detailed;Baseline_V2;3.0538;3.1967;3.5449;3.0456;3.0915
178;follow_detailed;Baseline_V2;3.6047;3.8922;3.9516;3.1106;3.3922
178;influence_detailed;Baseline_V2;3.4153;3.697;3.9318;2.9275;3.4104
178;relevance_detailed;Baseline_V2;3.3929;3.9107;3.9278;3.7265;3.2873
178;subjcount_detailed;Baseline_V2;3.5909;3.8076;3.9048;2.9832;3.6365
